year,tournament_id,tier,champion_name,champion_ids,champion_real_count,classification
2026,tournament-2026-lax-sil-w06-1,Silver,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-mad-gol-w08-1,Gold,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-riy-sil-w10-1,Silver,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-cun-pla-w10-2,Platinum,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-ist-mas-w12-1,Masters,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-cai-gol-w14-1,Gold,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-sto-sil-w16-1,Silver,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-tok-eli-w16-2,Elite,"Adrián Costa & Franco Molina",athleteprofile-1788203339247-vd8vhh|athleteprofile-1788203339247-76kqht,0,100%_bots
2026,tournament-2026-cor-cro-w18-1,Crown,"Pablo Ferrer & Diego Vega",athleteprofile-1788203339246-9u9gmm|athleteprofile-1788203339246-pwz4qu,0,100%_bots
2026,tournament-2026-san-pla-w20-1,Platinum,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-sto-gol-w22-1,Gold,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-cph-mas-w22-2,Masters,"Pedro Iglesias & João Ramos",athleteprofile-1788203339246-j3vuyu|athleteprofile-1788203339246-4e3crg,0,100%_bots
2026,tournament-2026-ams-sil-w24-1,Silver,"Pablo Ferrer & Diego Vega",athleteprofile-1788203339246-9u9gmm|athleteprofile-1788203339246-pwz4qu,0,100%_bots
2026,tournament-2026-mon-eli-w26-1,Elite,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-cor-pla-w28-1,Platinum,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-bkk-cro-w28-2,Crown,"Pablo Ferrer & Diego Vega",athleteprofile-1788203339246-9u9gmm|athleteprofile-1788203339246-pwz4qu,0,100%_bots
2026,tournament-2026-seo-gol-w30-1,Gold,"Pedro Iglesias & João Ramos",athleteprofile-1788203339246-j3vuyu|athleteprofile-1788203339246-4e3crg,0,100%_bots
2026,tournament-2026-mum-mas-w32-1,Masters,"Pedro Iglesias & João Ramos",athleteprofile-1788203339246-j3vuyu|athleteprofile-1788203339246-4e3crg,0,100%_bots
2026,tournament-2026-pra-sil-w34-1,Silver,"Pedro Iglesias & João Ramos",athleteprofile-1788203339246-j3vuyu|athleteprofile-1788203339246-4e3crg,0,100%_bots
2026,tournament-2026-sha-eli-w34-2,Elite,"Mateo Costa & Enzo Suárez",athleteprofile-1788203339246-b0uu5m|athleteprofile-1788203339246-pkggj7,0,100%_bots
2026,tournament-2026-cph-pla-w36-1,Platinum,"Pedro Iglesias & João Ramos",athleteprofile-1788203339246-j3vuyu|athleteprofile-1788203339246-4e3crg,0,100%_bots
2026,tournament-2026-seo-gol-w38-1,Gold,"Tomás Iglesias & Enzo Pereira",athleteprofile-1788203339246-0iukzl|athleteprofile-1788203339246-faj82i,0,100%_bots
2026,tournament-2026-doh-mas-w38-2,Masters,"Pedro Iglesias & João Ramos",athleteprofile-1788203339246-j3vuyu|athleteprofile-1788203339246-4e3crg,0,100%_bots
2026,tournament-2026-vie-cro-w40-1,Crown,"Mateo Costa & Enzo Suárez",athleteprofile-1788203339246-b0uu5m|athleteprofile-1788203339246-pkggj7,0,100%_bots
2026,tournament-2026-sin-sil-w42-1,Silver,"Pedro Iglesias & João Ramos",athleteprofile-1788203339246-j3vuyu|athleteprofile-1788203339246-4e3crg,0,100%_bots
2026,tournament-2026-mel-eli-w44-1,Elite,"Pedro Iglesias & João Ramos",athleteprofile-1788203339246-j3vuyu|athleteprofile-1788203339246-4e3crg,0,100%_bots
2026,tournament-2026-sto-gol-w46-1,Gold,"Pablo Ferrer & Diego Vega",athleteprofile-1788203339246-9u9gmm|athleteprofile-1788203339246-pwz4qu,0,100%_bots
2026,tournament-2026-lon-pla-w46-2,Platinum,"Santiago Méndez & Javier Ramos",athleteprofile-1788203339246-rc026y|athleteprofile-1788203339246-lppw4l,0,100%_bots
2026,tournament-2026-lax-mas-w48-1,Masters,"Franco Stupaczuk & Juan Lebrón",athlete_franco_stupaczuk|athlete_juan_lebron,2,100%_reais
2026,tournament-2026-mil-sil-w50-1,Silver,"Santiago Méndez & Javier Ramos",athleteprofile-1788203339246-rc026y|athleteprofile-1788203339246-lppw4l,0,100%_bots
